ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH,ID_shap,LIMIT_BAL_shap,SEX_shap,EDUCATION_shap,MARRIAGE_shap,AGE_shap,PAY_1_shap,PAY_2_shap,PAY_3_shap,PAY_4_shap,PAY_5_shap,PAY_6_shap,BILL_AMT1_shap,BILL_AMT2_shap,BILL_AMT3_shap,BILL_AMT4_shap,BILL_AMT5_shap,BILL_AMT6_shap,PAY_AMT1_shap,PAY_AMT2_shap,PAY_AMT3_shap,PAY_AMT4_shap,PAY_AMT5_shap,PAY_AMT6_shap,base_value
61,500000,female,highschool,married,28,0,0,0,0,0,0,22848,23638,18878,14937,13827,15571,1516,1300,1000,1000,2000,2000,,-0.008272240521619095,-0.019390078996657394,-0.0028796002152375877,0.041808573281159625,-0.0030005100903508775,-0.005377040214661982,-0.02601913178281393,-0.0015238421838148393,-0.009980861856020054,-0.005171957419370293,-0.002065598170156592,-0.03401229452807457,-0.017888082381687126,0.008877978369710028,-0.001302077939035369,-0.001092473629105379,-0.012193601494946055,-0.011744107195263493,-0.005229884082800708,0.0036802832642570185,-0.006543524902663203,0.005064229745039478,-0.03774902478631702,-0.0020504318032180807,0.25984398491506
62,70000,male,university,married,39,0,0,0,0,0,-1,70800,72060,69938,16518,14096,830,4025,2095,1000,2000,3000,0,,0.010665580718196004,0.027396915048011575,-0.00822901425883174,0.059257372328138436,0.024527143943123532,0.01847484627738595,-0.03912727976043244,-0.0015120394993573469,-0.009855811626912327,-0.006783750418690025,-0.0007768091873731342,-0.012921075827907774,-0.00825269764289259,0.0243835320722428,0.0003078889060998194,0.00521788356039906,-0.014179959418252099,0.005694460198283208,0.013798898085951805,-0.014297898566583166,-0.006505382987670602,-0.013398121466161685,-0.09270896000743961,0.020753482813015575,0.259843984831823
63,50000,male,graduate,single,29,2,2,2,2,2,2,24987,24300,26591,25865,27667,28264,0,2700,0,2225,1200,0,,0.019967785531771372,-0.015485333856195216,0.007888061814010139,0.02371323167695666,0.0016618850640952726,-0.0028276079299393853,0.14961919471446888,0.013066735671454818,0.029832906257361166,0.005672148993180609,0.021857087813114046,0.105298165299464,-0.0024850255530327464,0.01005292024463414,-0.012295242249965671,0.020140350013971325,-0.004674265962094068,0.0025281327759148556,-0.01396805310418131,-0.022443132568150753,0.003930073750379959,-0.004721490559168165,0.00009864350577115655,0.025669873766601084,0.25984398491506
64,50000,female,university,married,46,0,0,0,-2,-2,-2,28718,29166,0,0,0,0,1000,0,0,0,0,0,,-0.013341844598762684,0.023243838896159982,-0.00523345767986029,-0.03878113671977189,0.019384609162807487,0.020099153977353137,-0.024678984563797676,0.0008197538531385107,-0.007138171081896891,-0.0006867557455552675,-0.002824397865333589,0.060265313971322024,-0.0016194999724393894,0.02023474172427088,0.009816975668072714,-0.002443018011690598,0.04032399832620287,0.02842265761457384,-0.003874650875077365,0.0326907913759351,0.007311299368739116,0.07793200582265852,0.14881995294243094,0.012993759512901298,0.2598439851170406
65,130000,female,university,married,51,-1,-1,-2,-2,-1,-1,99,0,0,0,2353,0,0,0,0,2353,0,0,,-0.015421475768089297,0.02681870697910199,-0.0035894484294112794,0.02238837931537998,0.00923625732015354,-0.03688174462411552,0.014207296873064462,-0.008234604192693937,-0.00843856618666905,-0.0008115890249609931,-0.0016272966191172855,-0.003372661124449214,0.020557534359395502,-0.01725225241272709,0.00645921985618772,-0.016131441838806507,0.014834801222314148,0.020665799826383613,-0.008550587165082113,0.027875526479620008,0.007211643038317533,-0.015145768210059023,0.13057087267487077,0.007925276610767445,0.25984398491506
66,200000,male,graduate,married,57,-2,-2,-2,-1,2,2,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000,,0.013425273337634283,-0.015615444892318892,-0.0055711957812309,0.03487707574473463,0.00975341204553841,-0.03445834320751602,0.04092628992861139,-0.0026318020233884604,-0.0016744474566075668,0.007027931452321348,0.023568835348560233,0.10825727965682744,-0.021143902242183682,0.014676089265994952,-0.02053921737708153,-0.007407547422917576,-0.015524968672543743,-0.02226434379190323,-0.019555814350023862,0.03177766016946407,-0.006956645232858147,0.05130900839227251,0.13749504668638107,0.0034111732902238068,0.25984398491506
67,10000,male,university,married,56,2,2,2,0,0,0,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,,0.010099748630600508,0.04918076626956465,-0.0055693497479660375,0.014099015281535662,0.014331094750668863,-0.03592966344207524,0.10145187415473629,0.021451892492914362,0.011727297963807351,-0.003238903503515772,0.0006334967690054261,-0.017804343257448618,0.010675794165581454,-0.006273648474016236,0.004027247645717602,-0.008190934263984664,0.009194911920931192,-0.0014607158489525485,0.00133288255892694,0.05041213131044063,0.003451415446179426,0.07682793361949732,0.07812617617935755,0.014736326634301813,0.25984398491506
68,210000,female,graduate,single,30,2,-1,-1,-1,-1,-1,300,300,1159,2280,300,4250,300,1159,2280,300,4250,909,,-0.010832406166009598,-0.024490191545337436,0.001379238449735573,0.06940299005946143,0.014227444962598375,0.0027146839897613934,0.1141541695261549,-0.012052375418134031,0.015585557981394244,0.010675794867420325,-0.0008808728307485442,-0.006832873065723111,0.0170341765336343,-0.01684586000279522,0.010981195305939759,-0.019090004793833944,0.014339083808154109,-0.012824737946357363,-0.012052651268895723,0.018037604907876814,-0.010659859615552728,0.05625455531757324,-0.10699257423635572,0.005191121012903754,0.25984398491506
69,130000,female,highschool,single,29,1,-2,-2,-1,2,-1,-190,-9850,-9850,10311,10161,7319,0,0,20161,0,7319,13899,,-0.006243263897631551,-0.013916787798516447,0.0014302133535966377,0.07734835508745162,0.002625024805311099,-0.007749479206977404,0.02184622884960847,-0.0015943201794289055,-0.0021664425129711146,0.005882794999633928,0.025830184546066462,-0.009105240006465481,0.011770360500959198,-0.0033081900607794465,-0.0016156718670390577,-0.0026663207146338935,-0.01419427345506849,-0.013398045207577536,-0.006728038961300607,0.025422163529437963,0.018824193286272918,0.051766352979466315,-0.10218733364949004,-0.030289023950463158,0.25984398491506
70,20000,male,other,single,22,2,0,0,0,0,0,18565,17204,17285,18085,11205,5982,0,1200,1000,500,1000,0,,0.013198735587066038,0.0700718485377729,0.004291650841478242,0.023414390131365523,0.024934579370601548,-0.012753805138636387,0.16584512926987371,0.0014744234702084302,-0.012077634984161714,-0.0047051132237538595,0.0016517767263576344,-0.030940192905254675,-0.006682452603708949,0.007127237924287343,0.009372146038804194,0.006606117450573948,-0.009586486120824675,-0.015333367995917821,-0.013233912675932512,0.032675348962657155,-0.004523947386769561,0.039334033378982,0.008885271061735714,0.01645223898216497,0.259843984831823
71,80000,male,graduate,single,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,,0.022511800322681658,-0.013236180398671443,0.0009876259497832302,0.028845725008286527,0.006165331310185138,-0.008362803202617217,0.018462380080018187,-0.005215934386360449,0.016500058503006593,0.020363047339487822,0.0005763149373524401,-0.004560628704493835,0.026482694685983008,-0.023961933963000753,0.013297680916730309,-0.009834124575427289,0.011953485461417598,0.01672117153866566,-0.022719395917374652,0.02652998674733681,-0.00021633597672916782,0.04933915353263728,0.08343999145901763,0.0018450003990437974,0.25984398610482456
72,320000,male,university,single,29,2,2,2,2,2,2,58267,59246,60184,58622,62307,63526,2500,2500,0,4800,2400,1600,,0.0165645857824711,0.03258532995343559,0.005255070943385343,0.0007227493268146673,-0.03162966908144881,-0.003103592826228116,0.12552872318425218,0.015108039057231529,0.016763199142296792,0.011379393734969198,0.032361805375549,0.12339340328238906,-0.003558191635529534,0.025489134034141922,0.00014111026481261613,0.03345029125150174,-0.004238188898889349,0.011884493860998192,-0.0009362684004008692,-0.004898098105622931,-0.00024411167018116575,-0.01813739214325323,-0.015551906824111963,0.000930242897011338,0.25984398491506
73,200000,female,university,married,32,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,,-0.011205937123741017,0.03659638589830139,-0.009542327784001839,0.05759850044065387,0.004615918446943396,-0.016389689110219485,0.015813721265585633,-0.012110068574547758,0.021380141228437406,0.013380586020648483,0.03365814644843339,-0.004095371356961551,-0.0013359097731881764,-0.02089013641700148,0.0028647699154680725,-0.021675151344388723,0.0014900485239923017,-0.005826275552972229,0.009249788603628989,0.047984205151442444,-0.0035857884492725145,0.06485074426338541,-0.08387979003600775,0.0002426228867261626,0.25984398491506
74,290000,female,graduate,single,37,1,-2,-1,-1,-1,-1,0,0,3155,0,2359,0,0,3155,0,2359,0,0,,-0.011254453640576673,-0.010753380477835896,0.0006436742460937256,0.050924531412310896,-0.034980983445420874,-0.022583023320767087,0.014620556073496105,-0.002848923613782965,0.012892965666833338,0.01539654668420555,-0.0014696390555763994,-0.005058410814963277,0.014679677805397674,-0.013034525666007553,0.005206941848155101,-0.014024685438926092,0.00751165303474409,0.014351813576067796,-0.008036585927475248,-0.017133920500054967,0.004994405929610368,-0.01540008718380706,0.12442616692220325,0.005760229808220177,0.25984398491506
75,340000,male,graduate,single,32,-1,-1,-1,-1,-1,-1,3048,5550,23337,4291,80153,25820,5713,23453,4314,80552,25949,2016,,0.004385045461240231,-0.0050332584042917135,0.00035426558926702004,0.03557860388420523,-0.017727078972384323,-0.009614455669652678,-0.005334288291633134,-0.003629924070555717,0.003146936883131269,0.004105553594126836,-0.002196362018585203,-0.007420332405308733,0.00638611596426927,-0.004815170041838443,-0.0013203967246226932,-0.0024492870079120647,-0.001955803721939448,-0.007733470005623529,0.004058306862425531,-0.02604310664741206,-0.0075106706394581085,-0.05953202514792792,-0.08649852158501745,0.0005421367491362551,0.25984398491506
76,20000,male,university,single,24,0,0,2,0,0,0,14619,17216,16642,16976,17332,18543,2850,0,610,630,1500,0,,0.01458009700436376,0.036939794705976955,0.005279950834810754,-0.019000801110378246,0.03729948845808394,0.020692986180074507,-0.03245830820873381,-0.0005515942769125232,0.03181288702369786,-0.009472778663039208,-0.0015230586566030851,-0.0387484722957015,-0.003046113140881046,0.012583612157031895,0.01090880509174895,0.00595366389345145,0.008844564232276766,0.004342844961647649,0.01646715024486184,0.07491199414929724,-0.005826806817494798,0.04639770467299968,0.009257572578062534,0.03695472272112965,0.259843984831823
77,50000,male,highschool,single,25,-1,0,0,0,0,0,42838,37225,36087,9636,9590,10030,1759,1779,320,500,1000,1000,,0.010272053932130792,-0.019216539266635663,0.00256400861544534,0.07478915844636504,-0.0005994269336224503,0.019021940651000484,0.005842251760186629,-0.0010705555905587971,-0.009271380397840395,-0.006283118124119934,-0.0011151339625939671,-0.03634034045971931,-0.0049453405484382595,0.016889759520272482,-0.010054555338574571,-0.002963747520116168,-0.007237537153705488,-0.021730964934686202,-0.0008357306080870319,-0.009725902588397728,-0.003803648147732014,0.027056844093895048,-0.04051206795149481,-0.001029799506650296,0.259843984831823
78,300000,female,graduate,married,45,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,,-0.02270227481465556,-0.016105030127218922,-0.003998041329905375,0.003867295571108126,-0.06558028627187013,0.049257676314446136,0.017453710064291958,-0.009029635479673753,0.026338103935122495,0.0173452471163182,0.0008710223413072454,-0.0003232288511935827,0.01985476502100937,-0.012865196634083989,0.011820680815726528,-0.014949706939514723,0.017412469901755684,0.022026449385157312,-0.01004647386391297,0.02371359648706857,0.00008758066222072647,0.06475847968365998,0.1283506425190717,0.00567197157302872,0.25984398491506
79,30000,female,university,single,22,0,0,0,0,0,0,28387,29612,30326,28004,26446,6411,1686,1400,560,3000,1765,0,,-0.0066459573508473035,0.020854687744140413,0.0021185335685731804,0.07906394698424263,0.006442278035392511,-0.0014216014370322244,-0.04602802933193743,-0.001644724052166563,-0.009417954222299171,-0.0072429962176829635,-0.0017623988154809866,-0.02539319187635556,-0.0007466025656322067,0.010569545887410652,-0.012975059672608029,0.0074367886403342645,-0.007745544875215282,-0.007256775198911762,-0.0016819397307699518,0.003697569570504128,-0.003377448271494367,-0.014091553585603836,-0.03368126544868573,0.015442746126645944,0.259843984831823
80,240000,female,university,single,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,,-0.016661823010654192,0.027945703379373292,0.001243848213925966,0.10895587012404577,-0.03255635620502291,0.026081301607191562,0.006728780897101425,-0.004533211078960417,-0.004562865305779276,-0.005953098223544673,-0.0032161726808408453,0.03313891988393153,0.018505060523748396,-0.013371778241416887,0.007552798992255708,-0.01995103520108385,0.017935262310929817,0.01568387362174689,-0.014581149842124469,0.029949007377726947,0.007561362182750608,0.054563751064706574,0.13631484703160823,0.007347646784037362,0.259843984831823
81,470000,female,highschool,divorce,33,0,0,0,0,0,0,165254,157784,162702,69923,29271,29889,6400,7566,3000,960,1000,3000,,-0.005832813114684539,-0.01575522473533056,-0.004115497861639596,0.04771155768423342,0.00591667801039876,0.015170033301692462,-0.028810813603922715,-0.0011598690191749403,-0.007204864608793292,-0.004274383212905394,-0.001501127483497837,-0.02618994041578844,-0.012714153942652046,0.011354711006861182,-0.011103766821324836,0.013412008965387936,-0.010584324162337004,-0.017903538278478667,0.005866884239949285,-0.04201963821309619,-0.005860345241089818,0.005027840836992259,-0.027447252875426792,-0.010329775531718037,0.25984398491506
82,360000,female,graduate,single,26,0,0,0,0,0,-1,23411,27796,30400,33100,180000,196,4796,3400,3100,146900,196,2963,,-0.006843055645003919,-0.010404856815875975,0.000771086234308313,0.0341187443281524,-0.020443708152743052,0.024978405690053482,-0.025021183865610516,-0.00032834663521498497,-0.005263954132678911,-0.0037669679609825812,-0.0008616679732222146,-0.012131578034022816,-0.0060788806776690685,0.005805913309741298,-0.01451034666970373,0.005760870006342872,0.0069204216750222355,0.01336295130720827,0.00052687685776618,-0.010680997031740844,-0.0084620563639328,-0.09071763969812308,0.047093277173116815,-0.011674527880095417,0.259843984831823
83,60000,male,highschool,single,30,0,0,0,0,0,0,26324,27471,28108,21993,19899,19771,1576,1213,648,768,1140,0,,0.011661898139282131,-0.030457488725660384,0.0026863843761384676,0.10205604299859261,0.016660800382232985,-0.003669150562491272,-0.034554050732986064,-0.0021941846865229445,-0.0182934370683506,-0.006073801515303789,-0.0010501321800984453,-0.05759353305678813,-0.005415538249508252,0.012057414058654133,-0.013442988860915661,0.009815502158598957,-0.01151906398285063,-0.00341889854753389,-0.005271927291178154,0.013706099218688893,-0.006844910743238883,0.023350250408984717,-0.042483095283387215,0.017629729893524217,0.259843984831823
84,400000,female,university,married,44,0,0,2,0,0,0,131595,139060,126819,104430,104990,94058,10700,3,3050,3000,3200,2800,,-0.008756847134791315,0.022243601526279223,-0.006418545944470673,0.054657838485436504,-0.01664732659235596,0.014226200862322,-0.02861547096632422,-0.0010043922159820723,0.016874848415609447,-0.004691657484945606,-0.0012262970500160064,-0.02556761543848552,-0.005756220948387632,0.00830591927791828,-0.004304557782597834,0.028544101675361172,0.0029623085446655734,-0.011164755903882898,0.009635031964280637,0.03081591009860859,-0.005265128422761341,-0.008828861864458318,-0.06488680040056351,-0.01795099016686435,0.25984398491506
85,50000,female,highschool,single,49,0,0,0,0,0,0,48909,47863,21489,20414,19342,19482,1676,1302,700,699,849,826,,-0.006618417304271124,-0.019812896142248057,0.00215651484235424,0.06816245944501134,-0.0020105394965503343,-0.023491854578605857,-0.039608285324065955,-0.0014736252732109184,-0.008254195616464143,-0.006212669609813003,-0.001188333267637065,-0.039715438834391555,-0.011228853609936765,0.015484400263521811,0.003149939938157327,0.0014804230033769114,-0.010164999516273386,-0.008505505756475028,-0.0017531260277610441,0.009409085320512538,-0.00848609969601966,0.01626763331005349,-0.017375879362807593,-0.002339885702822342,0.259843984831823
86,160000,male,university,single,33,0,0,0,0,0,0,130028,107808,71934,118418,118407,120418,4400,3547,80000,4500,4800,4500,,0.006621029270609133,0.023458137855486713,0.003306479398161165,0.07420343570032856,0.0028957651695236467,0.014965808791457681,-0.03772202908527106,-0.0003853319026529689,-0.013636714386084357,-0.006589407708961513,-0.001045794477686296,-0.03098187891766427,-0.005360376803437254,0.01024562872131355,0.00033794673741796566,0.027050214755581697,-0.000583463259972633,-0.0015410223237995527,0.0018325822398765033,-0.007546146753011268,0.03547310135210864,-0.02161745172925293,-0.08466946032945999,-0.024240168696269382,0.259843984831823
87,360000,female,graduate,married,45,-1,-1,2,0,-1,-1,390,1170,780,390,390,390,1170,0,0,390,390,390,,-0.016585984192788603,-0.017588162668980653,-0.0009201756524271354,0.013422660616342917,-0.04301178602370783,0.016305922949395618,0.021595735307782887,-0.005963126715505487,0.01628544445149599,-0.006086110984906551,0.002339646769687523,-0.008125346838496618,0.022875677314586937,-0.009471609906759104,0.013770791091374121,-0.011668227088230218,0.019184106183238327,0.028402449259301674,-0.009535716906684685,0.03391144623339641,0.01507138765417039,0.04385699401376768,0.06765380504075438,0.002167688891931918,0.25984398610482456
88,160000,female,university,single,32,0,0,0,0,0,-1,3826,4751,6604,8604,7072,766,1147,2000,2000,0,766,2303,,-0.010188849833793923,0.02569920211855789,0.0020984765980392728,0.06039551811642013,-0.0063982345891418005,-0.01581427507757327,-0.029818825626571184,-0.00211769848974655,-0.011164168604882431,-0.00799062996637076,0.00018212713301183486,-0.009002160454692792,0.016777382809814292,-0.011191155768756268,-0.005056403133785359,-0.006875036467536115,-0.013195698060444558,0.005367936368565994,-0.0049344786000437985,-0.015263211062410853,-0.012709786237974183,0.05177090549725106,-0.00848401284340071,-0.007743255591631165,0.259843984831823
89,130000,female,graduate,married,35,0,0,0,-1,-1,-1,81313,117866,17740,1330,7095,1190,40000,5000,1330,7095,1190,2090,,-0.006350738838082182,-0.013354078046977517,-0.001285940911620858,0.05465201847138814,0.0004853954067221,-0.012800346357689701,-0.017766295404871922,-0.0008839368633925884,-0.007334323856048278,0.0064355163252912476,-0.001086979734827763,-0.014639579316135503,-0.01300394698700983,0.013062827559915606,0.0023781709661125153,-0.005050710634241104,-0.013086571595631542,0.0030808241944760145,0.026830072768789244,-0.023486108874203646,-0.0009474029025295719,-0.056411104913131574,-0.031362966853776014,-0.003229694985784591,0.25984398610482456
90,20000,male,highschool,single,44,2,2,0,0,0,2,8583,8303,9651,10488,12314,11970,0,1651,1000,2000,0,1500,,0.02017905830405653,-0.026005303915444547,0.0021915844423347347,0.05064996844157578,0.018591450312233068,0.02465835419992797,0.09671253552034614,0.02691828282549974,-0.009668328985571836,-0.003996759399888104,0.0019128980487585212,0.1152850125404075,0.0012308450757700373,-0.018920356589369483,-0.009394358983263365,-0.005454346723854531,-0.013959831460379088,-0.020796844674041498,-0.017462791940197356,-0.001742595216492178,-0.0041100730118341505,-0.004996517784893489,0.12829270953196098,0.0016957061435095566,0.25984398491506
91,200000,male,graduate,married,53,2,2,2,2,2,2,138180,140774,142460,144098,147124,149531,6300,5500,5500,5500,5000,5000,,0.01635845283046365,-0.01612950991970137,-0.01218284886330366,0.04644087559892795,0.009451016766251985,-0.031918537083547575,0.09808000708799229,0.01908741604536769,0.01715713616460563,0.008411585622234277,0.02826505420380271,0.11442052968777716,-0.0058593332115560726,0.021069209184497603,-0.007852879573911196,0.03221690530655906,-0.0012036881473613814,0.009907864375709313,0.007973856244789204,-0.03742470871657133,-0.00734143612906335,-0.026318943261285324,-0.0682887272629887,-0.018755633775872402,0.25984398610482456
92,280000,female,graduate,single,39,-1,-1,-1,0,0,-2,7524,0,3968,3868,0,0,0,3968,0,0,0,0,,-0.0143811622681096,-0.010100580027210537,0.0016447424539364625,0.017693452189268995,-0.03785725867521251,0.029406360650318666,0.007654764421749866,-0.010427949512959458,0.01971128437202424,-0.0043815285013988625,0.002273122762562696,0.04067674230027475,0.01069524632766844,-0.017589925155043595,-0.002589964084327226,-0.010848836014047264,0.03220423552673314,0.016517933796858425,-0.011594545569969333,-0.012659160667099045,0.011675524404272428,0.06121613068738952,0.16093943231739105,0.011289753913879375,0.2598439851170406
93,100000,female,graduate,single,27,-2,-2,-2,-2,-2,-2,-2000,5555,0,0,0,0,7555,0,0,0,0,0,,-0.010272817347140528,-0.010574518642679331,0.0001325500500388363,-0.01515951450506689,-0.012658615394757364,0.021935721775516892,0.026574879742693146,-0.003592749366798653,-0.00353301114053467,-0.0005251707026036612,-0.0018493378115817943,0.03669838862493635,0.024214507378637784,-0.007228316476102906,0.010547104456927595,-0.0013305675686570012,0.014003707705996932,0.013646742610726535,0.018251253422349692,0.04160171123221518,0.007662948645302106,0.07081447625212606,0.18463104371912775,0.008434704418759813,0.259843984831823
